Name,Operator,Type,Pipeline,Status,States,Regions,Authority,Docket,Updated,Completed,Year,Cost,Miles,Capacity,Diameter
NFGS AM-60 Line Upgrade,National Fuel Gas Supply Corp,Expansion,Interstate,Completed,PA,Northeast,FERC,CP00-91,6/26/09,2000,2000,11,,35,20
SONAT SSEE III Phase 2,Southern Natural Gas Co,Expansion,Interstate,Completed,AL,Southeast,FERC,CP96-153,6/26/09,2000,2000,67,123,75,"16,12"
TETCO Vermillion Lateral,Texas Eastern Transmission,Lateral,Interstate,Completed,"IL,IN",Midwest,FERC,CP00-67,6/26/09,2000,2000,13,14,200,16
TW Gallup Expansion,Transwestern Pipeline Co,Expansion,Interstate,Completed,"NM,CA","Southwest,Western",FERC,CP99-522,6/26/09,2000,2000,13,,136,30
NGPL Alliance Interconnect,Nat Gas P L Co of America,Expansion,Interstate,Completed,IL,Midwest,FERC,CP99-546,6/26/09,2000,2000,12,1,1600,36
CIG Picketwire Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,CO,Central,FERC,na,6/26/09,2000,2000,7,13,34,20
Algonquin DPA Upgrades,Algonquin Gas Transmission,Lateral,Interstate,Completed,MA,Northeast,FERC,CP98-99,6/26/09,1999,1999,5,2,32,14
Import Expansion,Vermont Gas Sys Inc,Expansion,Interstate,Completed,"QU,VT","Canada,Northeast",FERC,CP97-324,6/26/09,1999,1999,3,190,9,"16,10"
Cardinal Pipeline,Transcontinental Gas Pipeline,New Pipeline,Intrastate,Completed,NC,Southeast,State,na,6/26/09,1999,1999,98,67,263,24
South Mist Storage Link Phase III,Northwest Natural Gas Co,Lateral,Intrastate,Completed,OR,Western,State,na,6/26/09,1999,1999,35,29,190,24
ANR WI Interconnection,North Shore Gas Co,Expansion,Interstate,Completed,"IL,WI",Midwest,FERC,CP98-196,6/26/09,1999,1999,,12,40,10
WB Portal Expansion (Import Station),Williston Basin Interstate PL,Expansion,Interstate,Completed,"SK,ND","Canada,Central",FERC,CP92-741,6/26/09,1999,1999,,,18,
El Paso Copper Plant Export,El Paso Natural Gas,Expansion,Interstate,Completed,"AZ,MX","Western,Mexico",FERC,CP98-357/359,6/26/09,1999,1999,1,1,78,16
PNGTS Portland Pipeline,Portland Natural Gas,New Pipeline,Interstate,Completed,"QU,ME","Canada,Northeast",FERC,CP96-248/9,6/26/09,1999,1999,303,271,178,24
Tenneco Reynosa/Pemex Export,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP98-28,6/26/09,1999,1999,15,10,215,24
Tenneco LSP Electric Lateral,Tennessee Gas Pipeline Co,Lateral,Interstate,Completed,MS,Southeast,FERC,CP98-770,6/26/09,1999,1999,0,3,216,
NWPL Columbia River Gorge Expansion,Northwest Pipeline Co,Expansion,Interstate,Completed,"OR,WA",Western,FERC,CP98-554,6/26/09,1999,1999,17,,51,"26,30"
NNG 1999 Zone EF Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP99-532,6/26/09,1999,1999,0,6,50,
TransColorado Dark Canyon PL,TransColorado Pipeline,Expansion,Interstate,Completed,CO,Central,FERC,CP99-05,6/26/09,1999,1999,4,5,157,22
WB Billy Creek Compressor Expansion,Williston Basin Interstate PL,Expansion,Interstate,Completed,WY,Central,FERC,CP99-242,6/26/09,1999,1999,0,,8,
TransColorado Pipeline (Northern),TransColorado Pipeline,Expansion,Interstate,Completed,CO,Central,FERC,CP90-1777,6/26/09,1999,1999,240,266,300,22
CNG Empire Interconnect,Empire Pipeline,Expansion,Interstate,Completed,NY,Northeast,FERC,na,6/26/09,1999,1999,2,2,100,12
CGT Market Expansion III,Columbia Gas Transmission,Lateral,Interstate,Completed,"PA,MD,VA,WV,VA",Northeast,FERC,CP96-213,6/26/09,1999,1999,20,379,108,
WIG Medicine Bow Lateral,Wyoming Interstate Gas Co,Expansion,Interstate,Completed,"WY,CO",Central,FERC,CP99-102,6/26/09,1999,1999,78,149,275,24
Transco Pine Needle LNG Link,Transcontinental Gas Pipeline,Lateral,Interstate,Completed,NC,Southeast,FERC,CP96-134,6/26/09,1999,1999,1,1,400,"20,10"
NNG Peak Day 2000 III,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP97-25,6/26/09,1999,1999,1,,31,
Montana Power Import,Canadian-Montana Pipeline Co,New Pipeline,Interstate,Completed,"SK,MT","Canada,Central",FERC,CP99-152,6/26/09,1999,1999,1,4,10,8
Viking 1999 Expansion,Viking Gas Transmission Co,Expansion,Interstate,Completed,"MB,WI,WI","Canada,Midwest",FERC,CP98-761,6/26/09,1999,1999,21,45,28,24
PNGTS/M&E Phase I,PNGTS/Martimes & Northeast,New Pipeline,Interstate,Completed,"ME,NH,MA",Northeast,FERC,CP97-238,6/26/09,1998,1999,175,100,632,30
NFGS Ellisburg to Leidy Expansion,National Fuel Gas Supply Corp,Expansion,Interstate,Completed,PA,Northeast,FERC,CP99-160,6/26/09,1999,1999,0,,59,
Maritimes & Northeast Phase II (ME),Maritimes & Northeast Pipeline,New Pipeline,Interstate,Completed,"NK,ME","Canada,Northeast",FERC,CP96-809/810,6/26/09,1999,1999,611,347,400,"24,16"
CGT Mainline Expansion,Columbia Gas Transmission,Expansion,Interstate,Completed,"LA,MS,TN,KY","Southwest,Southeast",FERC,CP98-596,6/26/09,1999,1999,38,,307,"36,30"
ANR Wisconsin Loop Expansion I,ANR Pipeline,Expansion,Interstate,Completed,"IL,WI",Midwest,FERC,CP97-765,6/26/09,1999,1999,12,12,190,30
TETCO CNG Lease Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP96-606-001,6/26/09,1999,1999,11,8,49,36
Maritimes & Northeast Veazie Lateral,Maritimes & Northeast Pipeline,Lateral,Interstate,Completed,ME,Northeast,FERC,CP98-797,6/26/09,1999,1999,6,1,105,12
U.S. Gypsum Lateral,USG Pipeline Co.,Lateral,Interstate,Completed,"TN,AL",Southeast,FERC,CP97-202,6/26/09,1998,1998,4,15,21,10
Questar Mainline (Line 58) Expansion,Questar Pipeline,Lateral,Interstate,Completed,"WY,UT",Central,FERC,CP96-820,6/26/09,1998,1998,18,41,85,20
Williams St Louis Expansion,Williams Gas Pipelines Central,Conversion,Intrastate,Completed,MO,Central,State,na,6/26/09,1998,1998,21,200,28,8
Transco Cherokee Project,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"AL,GA",Southeast,FERC,CP97-331,6/26/09,1998,1998,68,16,87,"48,16"
Questar Utah (Line 40) Expansion,Questar Pipeline,Expansion,Interstate,Completed,UT,Central,FERC,CP98-66,6/26/09,1998,1998,8,,55,20
Transco Mobile Bay Lat Expansion I,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"GM,AL","Gulf of Mexico,Southeast",FERC,CP97-92,6/26/09,1998,1998,120,76,350,24
TW San Juan Expansion B,Transwestern Pipeline Co,Expansion,Interstate,Completed,NM,Southwest,FERC,CP97-516,6/26/09,1998,1998,5,,200,28
Trunkline Terrebonne Expansion,Trunkline Gas Co,Expansion,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP97-105,6/26/09,1998,1998,52,,500,
WIG Laramie Compressor Expansion,Wyoming Interstate Gas Co,Expansion,Interstate,Completed,WY,Central,FERC,CP98-128,6/26/09,1998,1998,15,,52,
SONAT Dallas Lateral,Southern Natural Gas Co,Lateral,Interstate,Completed,AL,Southeast,FERC,CP97-691,6/26/09,1998,1998,4,3,35,30
NGPL Amarillo Upgrade,Nat Gas P L Co of America,Expansion,Interstate,Completed,"OK,KS,TX,NE","Southwest,Central",FERC,CP94-577,6/26/09,1998,1998,33,14,-25,"36,24"
CNG TW Phillips Interconnect,Dominion Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP96-492,6/26/09,1998,1998,1,,30,"30,20"
NFGS Niagara Expansion Phase II,National Fuel Gas Supply Corp,Expansion,Interstate,Completed,"NY,PA",Northeast,FERC,CP98-94,6/26/09,1998,1998,5,,22,
GLT Security Loop Project Phase II,Great Lakes Gas Trans LTD,Expansion,Interstate,Completed,MI,Midwest,FERC,CP96-297,6/26/09,1998,1998,33,25,,36
PG&E-NW Mainline Expansion,Gas Transmission Northwest Co,Expansion,Interstate,Completed,"BC,OR,CA","Canada,Western",FERC,CP98-167,6/26/09,1998,1998,6,,74,36
FGT Alabama Power Lateral,Florida Gas Trans Co,Lateral,Interstate,Completed,AL,Southeast,FERC,CP98-249,6/26/09,1998,1998,1,1,62,12
SoCal Calixico Crossing,Southern California Gas Co,New Pipeline,Interstate,Completed,"CA,MX","Western,Mexico",State,na,6/26/09,1998,1998,9,30,25,16
Tenneco South Pass 77 Sys Expansion,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP98-220,6/26/09,1998,1998,0,,400,"36,26,12"
NGPL Amarillo Line Expansion,Nat Gas P L Co of America,Expansion,Interstate,Completed,"IA,IL","Central,Midwest",FERC,CP96-27,6/26/09,1998,1998,15,,110,36
TETCO Lebanon Lateral Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,"IN,OH",Midwest,FERC,CP97-626,6/26/09,1998,1998,31,114,305,36
Tenneco /DOMAC,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,MA,Northeast,FERC,CP96-164,6/26/09,1998,1998,33,8,55,20
Eastern Shore System Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"DE,MD",Northeast,FERC,CP98-214,6/26/09,1998,1998,1,1,3,16
CGT Market Expansion II,Columbia Gas Transmission,Lateral,Interstate,Completed,"PA,MD,VA,WV,VA",Northeast,FERC,CP96-213,6/26/09,1998,1998,21,379,151,
CGT Entergy Electric Laterals,Columbia Gas Transmission,Lateral,Interstate,Completed,LA,Southwest,FERC,CP98-657,6/26/09,1998,1998,,9,98,16
CGT TVA Electric Laterals,Columbia Gas Transmission,Lateral,Interstate,Completed,TN,Southeast,FERC,CP98-638,6/26/09,1998,1998,1,2,240,12
ETenn Roanoke Expansion,East Tennessee Nat Gas Co,New Pipeline,Interstate,Completed,VA,Northeast,FERC,CP98-40,6/26/09,1998,1998,14,60,10,20
PIOC Santa Barbara Expansion,Pacific Interstate Offshore,Lateral,Intrastate,Completed,CA,Western,State,na,6/26/09,1998,1998,2,,20,
Destin Corridor,Destin Pipeline Co. LLC,New Pipeline,Interstate,Completed,"GM,MS","Gulf of Mexico,Southeast",FERC,CP96-655,6/26/09,1998,1998,386,213,1000,"36,30,16"
Transco BASF Lateral,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,SC,Southeast,FERC,CP98-21,6/26/09,1998,1998,,2,4,4
CIG Campo Lateral,Colorado Interstate Gas Co,Lateral,Interstate,Completed,CO,Central,FERC,CP97-769,6/26/09,1998,1998,21,115,100,16
Front Range Expansion,Public Service Co of CO,Expansion,Interstate,Completed,CO,Central,FERC,CP98-49,6/26/09,1998,1998,25,53,269,24
MIGC Southern Mainline Expansion,MIGC Inc.,Expansion,Interstate,Completed,WY,Central,FERC,CP98-125,6/26/09,1998,1998,6,,40,
GLT System Wide Expansion,Great Lakes Gas Trans LTD,Expansion,Interstate,Completed,"MB,MN,WI,MI","Canada,Midwest",FERC,CP96-647,6/26/09,1998,1998,150,72,126,36
GS Five Flags Interconnect,Gulf South Pipeline,Expansion,Interstate,Completed,"AL,FL",Southeast,FERC,CP98-606,6/26/09,1998,1998,1,5,25,10
SONATSouthern Zone 2&3 -GA-SC-AL,Southern Natural Gas Co,Expansion,Interstate,Completed,"AL,TN,GA",Southeast,FERC,CP97-526,6/26/09,1998,1998,52,10,65,"30,16,8"
Line-F Expansion,Noram Gas Transmission Co,Expansion,Interstate,Completed,LA,Southwest,FERC,CP97-724,6/26/09,1998,1998,32,90,170,20
TGT Haughton Expansion,Texas Gas Transmission Co,Expansion,Interstate,Completed,LA,Southwest,FERC,CP97-656,6/26/09,1998,1998,6,,115,20
Baton Rouge Expansion,Mid Louisiana Gas Co,Expansion,Interstate,Completed,LA,Southwest,FERC,na,6/26/09,1998,1998,12,25,100,22
Northern Border Manhattan Extn,Northern Border Pipeline,Expansion,Interstate,Completed,"IA,IL","Central,Midwest",FERC,CP95-194-001,6/26/09,1998,1998,,200,650,30
Iroquois Import Expansion,Iroquois Pipeline Co,Expansion,Interstate,Completed,"ON,NY","Canada,Northeast",FERC,CP96-687,6/26/09,1998,1998,22,,35,
NNG Peak Day 2000 Expansion II,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP97-27,6/26/09,1998,1998,20,5,32,
Northern Border Monchy Expansion,Northern Border Pipeline,Expansion,Interstate,Completed,"SK,MN,SD,IA","Canada,Central",FERC,CP95-194-003,6/26/09,1998,1998,870,243,700,"42,36"
Intrastate PL Link I,Tengasco Pipeline Co,Expansion,Intrastate,Completed,TN,Southeast,State,na,6/26/09,1998,1998,6,10,10,8
Swan Creek Supply Link,Tengasco Pipeline Co,New Pipeline,Intrastate,Completed,TN,Southeast,State,na,6/26/09,1998,1998,10,28,10,8
Northern Border Harper Extension,Northern Border Pipeline,Expansion,Interstate,Completed,IA,Central,FERC,CP95-194-000,6/26/09,1998,1998,,142,260,
TETCO Columbia Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP96-559,6/26/09,1997,1997,63,26,142,"36,24"
Eastern Shore Bridgeville Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"DE,MD",Northeast,FERC,CP96-97,6/26/09,1997,1997,7,29,5,8
Compressor Station Expansion,SCG Pipeline Inc,Expansion,Intrastate,Completed,SC,Southeast,State,na,6/26/09,1997,1997,10,,200,
Viking System-Wide Expansion,Viking Gas Transmission Co,Expansion,Interstate,Completed,"MB,WI","Canada,Midwest",FERC,CP97-93,6/26/09,1997,1997,28,150,60,24
ETenn Virginia Expansion,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,"TN,VA","Southeast,Northeast",FERC,CP96-696,6/26/09,1997,1997,5,6,24,"20,12"
HiLight Plant,MIGC Inc.,Lateral,Interstate,Completed,WY,Central,FERC,CP97-183,6/26/09,1997,1997,3,71,45,
KM KN Interstate Pony Express,KM Interstate Pipeline Co,Conversion,Interstate,Completed,"WY,KS,NE,MO",Central,FERC,CP96-477,6/26/09,1997,1997,159,850,255,"24,22,20"
El Paso Havasu Crossover,El Paso Natural Gas,Expansion,Interstate,Completed,"AZ,TX","Western,Southwest",FERC,CP96-321,6/26/09,1997,1997,20,,180,30
Williams NG KS-MO Expansion,Williams Gas Pipelines Central,Expansion,Interstate,Completed,"KS,MO",Central,FERC,CP97-776,6/26/09,1997,1997,6,13,21,20
Williams NG WY-KN Expansion,Williams Gas Pipelines Central,Expansion,Interstate,Completed,"WY,CO,KS",Central,FERC,CP97-07,6/26/09,1997,1997,9,,30,20
SONATSouthern Zone 3 -GA-SC-TN,Southern Natural Gas Co,Expansion,Interstate,Completed,"GA,TN,SC",Southeast,FERC,CP96-541,6/26/09,1997,1997,36,27,46,"20,16,14"
NNG Peak Day 2000 Expansion I,Northern Natural Gas Co,Expansion,Interstate,Completed,"KS,NE,IA,MN,WI","Central,Midwest",FERC,CP97-27,6/26/09,1997,1997,102,39,244,
WIG Eastward Expansion,Wyoming Interstate Gas Co,Expansion,Interstate,Completed,"WY,CO",Central,FERC,CP96-288,6/26/09,1997,1997,40,,192,36
CGT Market Expansion I,Columbia Gas Transmission,Lateral,Interstate,Completed,"PA,MD,OH,WV,VA",Northeast,FERC,CP96-213,6/26/09,1997,1997,22,379,242,
"ISP ""Solution"" Gas Imports",Interenergy Sheffield Process,Expansion,Interstate,Completed,"SK,ND","Canada,Central",FERC,CP96-684,6/26/09,1997,1997,1,1,3,8
GS Bastian Bay Extension,Gulf South Pipeline,New Pipeline,Interstate,Completed,LA,Southwest,FERC,CP96-572,6/26/09,1997,1997,21,16,735,30
El Paso Samalayuca II,El Paso Natural Gas,Lateral,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP93-252,6/26/09,1997,1997,35,45,212,24
MidCoast System Alternative,MidCoast Pipeline Co,Expansion,Interstate,Completed,AL,Southeast,FERC,CP97-343,6/26/09,1997,1997,2,,8,
SoCal Calexico/Mexicali Crossing,Southern California Gas Co,Expansion,Interstate,Completed,"CA,MX","Western,Mexico",FERC,na,6/26/09,1997,1997,0,1,25,16
CNG PL-1 Line 97 Expansion,Dominion Transmission,Expansion,Interstate,Completed,"PA,MD,VA",Northeast,FERC,CP96-492,6/26/09,1997,1997,15,,20,30
NFGS Niagara Expansion Phase I,National Fuel Gas Supply Corp,New Pipeline,Interstate,Completed,"NY,PA",Northeast,FERC,CP96-545,6/26/09,1997,1997,6,139,25,
TW Bloomfield Station 97 Expansion,Transwestern Pipeline Co,Expansion,Interstate,Completed,NM,Southwest,FERC,CP97-286,6/26/09,1997,1997,0,,26,
Transok West-to-East Expansion,Transok Pipeline Co,New Pipeline,Intrastate,Completed,OK,Southwest,State,na,6/26/09,1997,1997,75,130,255,24
TETCO Virginia Natural Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP96-606,6/26/09,1997,1997,,10,20,36
ANR Michigan Leg Expansion,ANR Pipeline,Expansion,Interstate,Completed,"IL,IN,MI",Midwest,FERC,CP96-641,6/26/09,1997,1997,19,12,135,"42,30,22"
TETCO Line 1-A Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP97-276,6/26/09,1997,1997,13,23,128,20
Transco Pocono Expansion,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,PA,Northeast,FERC,CP97-328,6/26/09,1998,1997,10,5,35,36
Nautilus Pipeline,"Nautilus Pipeline Co, LLC",New Pipeline,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP96-790,6/26/09,1997,1997,121,87,600,30
Trailblazer Eastward Expansion,Trailblazer Pipeline Co,Expansion,Interstate,Completed,"CO,KS,NE",Central,FERC,CP96-506,6/26/09,1997,1997,11,445,105,36
Algonquin Electric Load Lateral,Algonquin Gas Transmission,Lateral,Interstate,Completed,CT,Northeast,FERC,na,6/26/09,1997,1997,15,8,82,20
TCPL System Expansion (Chippawa)),TransCanada Pipeline LTD,Expansion,Interstate,Completed,"ON,NY","Canada,Northeast",NEB of Canada,na,6/26/09,1997,1997,,,48,20
Transco Maiden Lateral Expansion,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,NC,Southeast,FERC,CP97-193,6/26/09,1997,1997,13,18,38,"16,10"
TCPL System Expansion (Iroquois),TransCanada Pipeline LTD,Expansion,Interstate,Completed,"QU,NY","Canada,Northeast",NEB of Canada,na,6/26/09,1997,1997,,,25,24
TCPL System Expansion (Niagara),TransCanada Pipeline LTD,Expansion,Interstate,Completed,"QU,NY","Canada,Northeast",NEB of Canada,na,6/26/09,1997,1997,,,39,24
TCPL System Expansion (Noyes),TransCanada Pipeline LTD,Expansion,Interstate,Completed,"SK,MN","Canada,Midwest",NEB of Canada,na,6/26/09,1997,1997,,,56,
Transco Sunbelt Project,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"MS,GA,AL,SC",Southeast,FERC,CP96-16,6/26/09,1997,1997,85,,145,42
Discovery Pipeline,Discovery Gas Transmission LLC,New Pipeline,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP96-712,6/26/09,1997,1997,177,147,600,"30,24,18"
South Texas Expansion,Delhi Gas Pipeline Co,Expansion,Intrastate,Completed,TX,Southwest,State,na,6/26/09,1997,1997,,53,90,"20,16"
CGT Commonwealth PL Expansion,Columbia Gas Transmission,Expansion,Interstate,Completed,VA,Northeast,FERC,na,6/26/09,1997,1997,0,,18,16
CIG Wind River Lateral 97 Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,WY,Central,FERC,CP96-289,6/26/09,1997,1997,11,,40,36
Paiute North Tahoe Lateral,Paiute Pipeline,Expansion,Interstate,Completed,"NV,CA",Western,FERC,CP94-29,6/26/09,1997,1997,11,23,13,"16,8"
Venice Timbalier Extension,Venice Gas Gathering System LL,New Pipeline,Interstate,Completed,GM,Gulf of Mexico,FERC,CP97-533,6/26/09,1997,1997,39,52,328,24
Shell Offshore Mississippi Canyon,Mississippi Canyon Gas PL LLC,New Pipeline,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP96-159,6/26/09,1996,1996,75,45,800,30
"TETCO Flex X, CNG/Oxford Storage",Texas Eastern Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP95-74,6/26/09,1996,1996,8,2,12,36
Viking Northern Looping B,Viking Gas Transmission Co,Expansion,Interstate,Completed,"SK,ND,MN","Canada,Midwest",FERC,CP96-32,6/26/09,1996,1996,8,14,19,24
GLT St Clair Looping,Great Lakes Gas Trans LTD,Expansion,Interstate,Completed,"MI,ON","Midwest,Canada",FERC,CP96-26,6/26/09,1996,1996,4,0,50,36
NNG IA- IL Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,"IA,IL","Central,Midwest",FERC,na,6/26/09,1996,1996,,,35,"30,20"
Paiute Elko Lateral,Paiute Pipeline,Expansion,Interstate,Completed,NV,Western,FERC,CP95-285,6/26/09,1996,1996,,,1,
Viking Northern Looping A,Viking Gas Transmission Co,Expansion,Interstate,Completed,"MN,ND","Midwest,Central",FERC,na,6/26/09,1996,1996,,14,21,
TransColorado Blanco Hub,TransColorado Pipeline,Expansion,Interstate,Completed,"CO,NM","Central,Southwest",FERC,CP90-1777,6/26/09,1996,1996,35,41,120,24
Midcon Texas/TransTexas Gas Corp.,Midcon Corp.,New Pipeline,Interstate,Completed,TX,Southwest,FERC,CP96-140,6/26/09,1996,1996,17,70,274,24
Stingray Offshore Garden Banks,Stingray Pipeline Co,Expansion,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP96-91,6/26/09,1996,1996,9,15,75,20
East Tenn Upgrades,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,"VA,TN","Northeast,Southeast",FERC,na,6/26/09,1996,1996,3,6,12,"16,12"
ANR Link/Interprovincial Pipeline System,ANR Pipeline,New Pipeline,Interstate,Completed,"MI,ON","Midwest,Canada",FERC,CP93-564/566,6/26/09,1996,1996,15,12,150,24
CIG Colorado Interstate Piceance,Colorado Interstate Gas Co,Expansion,Interstate,Completed,CO,Central,FERC,CP95-106,6/26/09,1996,1996,9,37,37,
Transco Southeastern Expansion II,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"AL,GA,SC,VA,NC",Southeast,FERC,CP94-109-002,6/26/09,1996,1996,,532,55,42
CGT West Virginia,Columbia Gas Transmission,Expansion,Interstate,Completed,WV,Northeast,FERC,CP95-217-000,6/26/09,1996,1996,15,18,28,20
TETCO ITP Phase I,Texas Eastern Transmission,Expansion,Interstate,Completed,"OH,WV,PA,NJ",Northeast,FERC,CP92-184,6/26/09,1996,1996,35,,25,
NNG Zone EF Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP96-57,6/26/09,1996,1996,19,30,46,"20,30"
WR Mid-Continent Hub Link,Western Gas Resources Inc,Expansion,Interstate,Completed,KS,Central,FERC,na,6/26/09,1996,1996,10,9,55,16
Philadelphia Lateral,Texas Eastern Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP95-76,6/26/09,1996,1996,13,24,120,20
CIG Wind River Lateral 96 Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,WY,Central,FERC,CP96-289,6/26/09,1996,1996,11,,28,36
CIG TX Panhandle Expansion,Colorado Interstate Gas Co,Lateral,Intrastate,Completed,TX,Southwest,State,na,6/26/09,1996,1996,,,100,
"Centana Phase I, Phase II",Centana Energy Corp.,New Pipeline,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,na,6/26/09,1996,1996,60,81,300,30
GLT Security Loop Project Phase I,Great Lakes Gas Trans LTD,Expansion,Interstate,Completed,MI,Midwest,FERC,CP95-375,6/26/09,1996,1996,17,14,5,36
Williams NG Springfield Expansion,Williams Gas Pipelines Central,Expansion,Interstate,Completed,MO,Central,FERC,CP95-700,6/26/09,1996,1996,14,28,23,20
TW San Juan Eastward,Transwestern Pipeline Co,Expansion,Interstate,Completed,"NM,TX",Southwest,FERC,CP96-10,6/26/09,1996,1996,15,,170,30
Questar Lines 1&13 Expansion,Questar Pipeline,Expansion,Interstate,Completed,"WY,UT",Central,FERC,CP96-627,6/26/09,1996,1996,0,,21,20
